ID,Unvocalized,Vocalized,Root,Normalized,Triliteral,Past,Future,Imperative,Passive,Madhi,Mudhari,Amar,Madhi_from_Vocalized,Mudhari_from_Vocalized,Amar_from_Vocalized
2304,خرم,خَرُمَ,خرم,خرم,1,1,1,0,0,خرم,يخرم,اخرم,خَرُمَ,يخرم,اخرم
2305,سرج,سَرَجَ,سرج,سرج,1,0,0,0,0,سرج,يسرج,اسرج,سَرَجَ,يسرج,اسرج
2306,نقب,نَقُبَ,نقب,نقب,1,1,1,0,0,نقب,ينقب,انقب,نَقُبَ,ينقب,انقب
2307,زقم,زَقَمَ,زقم,زقم,1,0,0,0,0,زقم,يزقم,ازقم,زَقَمَ,يزقم,ازقم
2308,صلح,صَلُحَ,صلح,صلح,1,1,1,0,0,صلح,يصلح,اصلح,صَلُحَ,يصلح,اصلح
2309,رغب,رَغُبَ,رغب,رغب,1,1,1,0,0,رغب,يرغب,ارغب,رَغُبَ,يرغب,ارغب
2310,رعن,رَعَنَ,رعن,رعن,1,1,1,1,0,رعن,يرعن,ارعن,رَعَنَ,يرعن,ارعن
2311,ملح,مَلُحَ,ملح,ملح,1,1,1,0,0,ملح,يملح,املح,مَلُحَ,يملح,املح
2312,قزم,قَزَمَ,قزم,قزم,1,0,0,0,0,قزم,يقزم,اقزم,قَزَمَ,يقزم,اقزم
2313,لحم,لَحُمَ,لحم,لحم,1,1,1,0,0,لحم,يلحم,الحم,لَحُمَ,يلحم,الحم
2314,نشف,نَشَفَ,نشف,نشف,1,0,0,0,0,نشف,ينشف,انشف,نَشَفَ,ينشف,انشف
2315,محل,مَحُلَ,محل,محل,1,1,1,0,0,محل,يمحل,امحل,مَحُلَ,يمحل,امحل
2316,عجن,عَجَنَ,عجن,عجن,1,0,0,0,0,عجن,يعجن,اعجن,عَجَنَ,يعجن,اعجن
2317,متن,مَتَنَ,متن,متن,1,0,0,0,0,متن,يمتن,امتن,مَتَنَ,يمتن,امتن
2318,مهر,مَهَرَ,مهر,مهر,1,0,0,0,0,مهر,يمهر,امهر,مَهَرَ,يمهر,امهر
2319,وثق,وَثُقَ,وثق,وثق,1,1,1,0,0,وثق,يوثق,اوثق,وَثُقَ,يوثق,اوثق
2320,كمت,كَمُتَ,كمت,كمت,1,1,1,0,0,كمت,يكمت,اكمت,كَمُتَ,يكمت,اكمت
2321,سفل,سَفَلَ,سفل,سفل,1,1,1,1,0,سفل,يسفل,اسفل,سَفَلَ,يسفل,اسفل
2322,نحل,نَحُلَ,نحل,نحل,1,1,1,0,0,نحل,ينحل,انحل,نَحُلَ,ينحل,انحل
2323,يمن,يَمَنَ,يمن,يمن,1,0,0,0,0,يمن,ييمن,ايمن,يَمَنَ,ييمن,ايمن
2324,عظم,عَظَمَ,عظم,عظم,1,0,0,0,0,عظم,يعظم,اعظم,عَظَمَ,يعظم,اعظم
2325,سلس,سَلُسَ,سلس,سلس,1,1,1,0,0,سلس,يسلس,اسلس,سَلُسَ,يسلس,اسلس
2326,ضنك,ضَنُكَ,ضنك,ضنك,1,1,1,0,0,ضنك,يضنك,اضنك,ضَنُكَ,يضنك,اضنك
2327,ندف,نَدَفَ,ندف,ندف,1,0,0,0,0,ندف,يندف,اندف,نَدَفَ,يندف,اندف
2328,زلج,زَلَجَ,زلج,زلج,1,0,0,0,0,زلج,يزلج,ازلج,زَلَجَ,يزلج,ازلج
2329,جرز,جَرَزَ,جرز,جرز,1,0,0,0,0,جرز,يجرز,اجرز,جَرَزَ,يجرز,اجرز
2330,نسم,نَسَمَ,نسم,نسم,1,1,1,1,0,نسم,ينسم,انسم,نَسَمَ,ينسم,انسم
2331,نفض,نَفَضَ,نفض,نفض,1,0,0,0,0,نفض,ينفض,انفض,نَفَضَ,ينفض,انفض
2332,فسل,فَسُلَ,فسل,فسل,1,1,1,0,0,فسل,يفسل,افسل,فَسُلَ,يفسل,افسل
2333,علب,عَلَبَ,علب,علب,1,0,0,0,0,علب,يعلب,اعلب,عَلَبَ,يعلب,اعلب
2334,شجن,شَجَنَ,شجن,شجن,1,0,0,0,0,شجن,يشجن,اشجن,شَجَنَ,يشجن,اشجن
2335,رفس,رَفَسَ,رفس,رفس,1,0,0,0,0,رفس,يرفس,ارفس,رَفَسَ,يرفس,ارفس
2336,دمن,دَمَنَ,دمن,دمن,1,0,0,0,0,دمن,يدمن,ادمن,دَمَنَ,يدمن,ادمن
2337,قصر,قَصُرَ,قصر,قصر,1,1,1,0,0,قصر,يقصر,اقصر,قَصُرَ,يقصر,اقصر
2338,سمل,سَمَلَ,سمل,سمل,1,0,0,0,0,سمل,يسمل,اسمل,سَمَلَ,يسمل,اسمل
2339,عرض,عَرُضَ,عرض,عرض,1,1,1,0,0,عرض,يعرض,اعرض,عَرُضَ,يعرض,اعرض
2340,زمت,زَمَتَ,زمت,زمت,1,0,0,0,0,زمت,يزمت,ازمت,زَمَتَ,يزمت,ازمت
2341,لجن,لَجَنَ,لجن,لجن,1,1,1,1,0,لجن,يلجن,الجن,لَجَنَ,يلجن,الجن
2342,حرز,حَرَزَ,حرز,حرز,1,0,0,0,0,حرز,يحرز,احرز,حَرَزَ,يحرز,احرز
2343,دجن,دَجَنَ,دجن,دجن,1,1,1,1,0,دجن,يدجن,ادجن,دَجَنَ,يدجن,ادجن
2344,عجم,عَجَمَ,عجم,عجم,1,0,0,0,0,عجم,يعجم,اعجم,عَجَمَ,يعجم,اعجم
2345,بكر,بَكَرَ,بكر,بكر,1,1,1,1,0,بكر,يبكر,ابكر,بَكَرَ,يبكر,ابكر
2346,ستر,سَتَرَ,ستر,ستر,1,0,0,0,0,ستر,يستر,استر,سَتَرَ,يستر,استر
2347,عجز,عَجُزَ,عجز,عجز,1,1,1,0,0,عجز,يعجز,اعجز,عَجُزَ,يعجز,اعجز
2348,مثل,مَثَلَ,مثل,مثل,1,1,1,1,0,مثل,يمثل,امثل,مَثَلَ,يمثل,امثل
2349,حصد,حَصَدَ,حصد,حصد,1,0,0,0,0,حصد,يحصد,احصد,حَصَدَ,يحصد,احصد
2350,فظع,فَظُعَ,فظع,فظع,1,1,1,0,0,فظع,يفظع,افظع,فَظُعَ,يفظع,افظع
2351,لكز,لَكَزَ,لكز,لكز,1,0,0,0,0,لكز,يلكز,الكز,لَكَزَ,يلكز,الكز
2352,فسق,فَسُقَ,فسق,فسق,1,1,1,0,0,فسق,يفسق,افسق,فَسُقَ,يفسق,افسق
2353,لقن,لَقُنَ,لقن,لقن,1,1,1,0,0,لقن,يلقن,القن,لَقُنَ,يلقن,القن
2354,زمل,زَمَلَ,زمل,زمل,1,1,1,1,0,زمل,يزمل,ازمل,زَمَلَ,يزمل,ازمل
2355,عرم,عَرَمَ,عرم,عرم,1,0,0,0,0,عرم,يعرم,اعرم,عَرَمَ,يعرم,اعرم
2356,نكث,نَكَثَ,نكث,نكث,1,0,0,0,0,نكث,ينكث,انكث,نَكَثَ,ينكث,انكث
2357,لكن,لَكِنَ,لكن,لكن,1,1,1,1,0,لكن,يلكن,الكن,لَكِنَ,يلكن,الكن
2358,لمج,لَمَجَ,لمج,لمج,1,0,0,0,0,لمج,يلمج,المج,لَمَجَ,يلمج,المج
2359,كلب,كَلَبَ,كلب,كلب,1,0,0,0,0,كلب,يكلب,اكلب,كَلَبَ,يكلب,اكلب
2360,كفل,كَفَلَ,كفل,كفل,1,0,0,0,0,كفل,يكفل,اكفل,كَفَلَ,يكفل,اكفل
2361,رزن,رَزُنَ,رزن,رزن,1,1,1,0,0,رزن,يرزن,ارزن,رَزُنَ,يرزن,ارزن
2362,نخل,نَخَلَ,نخل,نخل,1,0,0,0,0,نخل,ينخل,انخل,نَخَلَ,ينخل,انخل
2363,حزم,حَزُمَ,حزم,حزم,1,1,1,0,0,حزم,يحزم,احزم,حَزُمَ,يحزم,احزم
2364,كثف,كَثُفَ,كثف,كثف,1,1,1,0,0,كثف,يكثف,اكثف,كَثُفَ,يكثف,اكثف
2365,دخن,دَخُنَ,دخن,دخن,1,1,1,0,0,دخن,يدخن,ادخن,دَخُنَ,يدخن,ادخن
2366,قتر,قَتَرَ,قتر,قتر,1,0,0,0,0,قتر,يقتر,اقتر,قَتَرَ,يقتر,اقتر
2367,خلص,خَلَصَ,خلص,خلص,1,1,1,1,0,خلص,يخلص,اخلص,خَلَصَ,يخلص,اخلص
2368,نصل,نَصَلَ,نصل,نصل,1,0,0,0,0,نصل,ينصل,انصل,نَصَلَ,ينصل,انصل
2369,صبح,صَبُحَ,صبح,صبح,1,1,1,0,0,صبح,يصبح,اصبح,صَبُحَ,يصبح,اصبح
2370,نفق,نَفَقَ,نفق,نفق,1,1,1,1,0,نفق,ينفق,انفق,نَفَقَ,ينفق,انفق
2371,رخم,رَخَمَ,رخم,رخم,1,0,0,0,0,رخم,يرخم,ارخم,رَخَمَ,يرخم,ارخم
2372,حقب,حَقَبَ,حقب,حقب,1,0,0,0,0,حقب,يحقب,احقب,حَقَبَ,يحقب,احقب
2373,قرب,قَرُبَ,قرب,قرب,1,1,1,0,0,قرب,يقرب,اقرب,قَرُبَ,يقرب,اقرب
2374,شبع,شَبُعَ,شبع,شبع,1,1,1,0,0,شبع,يشبع,اشبع,شَبُعَ,يشبع,اشبع
2375,حرض,حَرَضَ,حرض,حرض,1,0,0,0,0,حرض,يحرض,احرض,حَرَضَ,يحرض,احرض
2376,كسد,كَسَدَ,كسد,كسد,1,1,1,1,0,كسد,يكسد,اكسد,كَسَدَ,يكسد,اكسد
2377,نبك,نَبَكَ,نبك,نبك,1,1,1,1,0,نبك,ينبك,انبك,نَبَكَ,ينبك,انبك
2378,ضنك,ضَنَكَ,ضنك,ضنك,1,0,0,0,0,ضنك,يضنك,اضنك,ضَنَكَ,يضنك,اضنك
2379,ذبل,ذَبَلَ,ذبل,ذبل,1,1,1,1,0,ذبل,يذبل,اذبل,ذَبَلَ,يذبل,اذبل
2380,علك,عَلَكَ,علك,علك,1,0,0,0,0,علك,يعلك,اعلك,عَلَكَ,يعلك,اعلك
2381,فخم,فَخُمَ,فخم,فخم,1,1,1,0,0,فخم,يفخم,افخم,فَخُمَ,يفخم,افخم
2382,نقل,نَقَلَ,نقل,نقل,1,0,0,0,0,نقل,ينقل,انقل,نَقَلَ,ينقل,انقل
2383,نجز,نَجَزَ,نجز,نجز,1,0,0,0,0,نجز,ينجز,انجز,نَجَزَ,ينجز,انجز
2384,بطر,بَطَرَ,بطر,بطر,1,0,0,0,0,بطر,يبطر,ابطر,بَطَرَ,يبطر,ابطر
2385,كرب,كَرَبَ,كرب,كرب,1,0,0,0,0,كرب,يكرب,اكرب,كَرَبَ,يكرب,اكرب
2386,نجل,نَجَلَ,نجل,نجل,1,0,0,0,0,نجل,ينجل,انجل,نَجَلَ,ينجل,انجل
2387,فقر,فَقَرَ,فقر,فقر,1,0,0,0,0,فقر,يفقر,افقر,فَقَرَ,يفقر,افقر
2388,نخط,نَخَطَ,نخط,نخط,1,0,0,0,0,نخط,ينخط,انخط,نَخَطَ,ينخط,انخط
2389,زجل,زَجَلَ,زجل,زجل,1,0,0,0,0,زجل,يزجل,ازجل,زَجَلَ,يزجل,ازجل
2390,رذل,رَذَلَ,رذل,رذل,1,0,0,0,0,رذل,يرذل,ارذل,رَذَلَ,يرذل,ارذل
2391,ترك,تَرَكَ,ترك,ترك,1,0,0,0,0,ترك,يترك,اترك,تَرَكَ,يترك,اترك
2392,خصل,خَصَلَ,خصل,خصل,1,0,0,0,0,خصل,يخصل,اخصل,خَصَلَ,يخصل,اخصل
2393,نفض,نَفَضَ,نفض,نفض,1,1,1,1,0,نفض,ينفض,انفض,نَفَضَ,ينفض,انفض
2394,ملذ,مَلَذَ,ملذ,ملذ,1,0,0,0,0,ملذ,يملذ,املذ,مَلَذَ,يملذ,املذ
2395,رضع,رَضُعَ,رضع,رضع,1,1,1,0,0,رضع,يرضع,ارضع,رَضُعَ,يرضع,ارضع
2396,سقر,سَقَرَ,سقر,سقر,1,0,0,0,0,سقر,يسقر,اسقر,سَقَرَ,يسقر,اسقر
2397,رقع,رَقَعَ,رقع,رقع,1,0,0,0,0,رقع,يرقع,ارقع,رَقَعَ,يرقع,ارقع
2398,خبر,خَبُرَ,خبر,خبر,1,0,0,0,0,خبر,يخبر,اخبر,خَبُرَ,يخبر,اخبر
2399,مقت,مَقَتَ,مقت,مقت,1,0,0,0,0,مقت,يمقت,امقت,مَقَتَ,يمقت,امقت
2400,صغر,صَغُرَ,صغر,صغر,1,1,1,0,0,صغر,يصغر,اصغر,صَغُرَ,يصغر,اصغر
2401,نجم,نَجَمَ,نجم,نجم,1,0,0,0,0,نجم,ينجم,انجم,نَجَمَ,ينجم,انجم
2402,خلد,خَلَدَ,خلد,خلد,1,1,1,1,0,خلد,يخلد,اخلد,خَلَدَ,يخلد,اخلد
2403,زنر,زَنَرَ,زنر,زنر,1,0,0,0,0,زنر,يزنر,ازنر,زَنَرَ,يزنر,ازنر
2404,قصر,قَصَرَ,قصر,قصر,1,0,0,0,0,قصر,يقصر,اقصر,قَصَرَ,يقصر,اقصر
2405,حضن,حَضَنَ,حضن,حضن,1,0,0,0,0,حضن,يحضن,احضن,حَضَنَ,يحضن,احضن
2406,حمس,حَمَسَ,حمس,حمس,1,0,0,0,0,حمس,يحمس,احمس,حَمَسَ,يحمس,احمس
2407,عبر,عَبَرَ,عبر,عبر,1,0,0,0,0,عبر,يعبر,اعبر,عَبَرَ,يعبر,اعبر
2408,سلخ,سَلَخَ,سلخ,سلخ,1,0,0,0,0,سلخ,يسلخ,اسلخ,سَلَخَ,يسلخ,اسلخ
2409,زبد,زَبَدَ,زبد,زبد,1,0,0,0,0,زبد,يزبد,ازبد,زَبَدَ,يزبد,ازبد
2410,عبد,عَبَدَ,عبد,عبد,1,0,0,0,0,عبد,يعبد,اعبد,عَبَدَ,يعبد,اعبد
2411,نعم,نَعَمَ,نعم,نعم,1,1,1,1,0,نعم,ينعم,انعم,نَعَمَ,ينعم,انعم
2412,نحب,نَحَبَ,نحب,نحب,1,1,1,1,0,نحب,ينحب,انحب,نَحَبَ,ينحب,انحب
2413,قرب,قَرَبَ,قرب,قرب,1,0,0,0,0,قرب,يقرب,اقرب,قَرَبَ,يقرب,اقرب
2414,زمر,زَمَرَ,زمر,زمر,1,0,0,0,0,زمر,يزمر,ازمر,زَمَرَ,يزمر,ازمر
2415,ثقف,ثَقَفَ,ثقف,ثقف,1,0,0,0,0,ثقف,يثقف,اثقف,ثَقَفَ,يثقف,اثقف
2416,شكل,شَكَلَ,شكل,شكل,1,0,0,0,0,شكل,يشكل,اشكل,شَكَلَ,يشكل,اشكل
2417,عرب,عَرُبَ,عرب,عرب,1,1,1,0,0,عرب,يعرب,اعرب,عَرُبَ,يعرب,اعرب
2418,نسل,نَسَلَ,نسل,نسل,1,0,0,0,0,نسل,ينسل,انسل,نَسَلَ,ينسل,انسل
2419,صمد,صَمَدَ,صمد,صمد,1,0,0,0,0,صمد,يصمد,اصمد,صَمَدَ,يصمد,اصمد
2420,رفع,رَفُعَ,رفع,رفع,1,1,1,0,0,رفع,يرفع,ارفع,رَفُعَ,يرفع,ارفع
2421,مكن,مَكُنَ,مكن,مكن,1,1,1,0,0,مكن,يمكن,امكن,مَكُنَ,يمكن,امكن
2422,حشر,حَشَرَ,حشر,حشر,1,0,0,0,0,حشر,يحشر,احشر,حَشَرَ,يحشر,احشر
2423,رمش,رَمَشَ,رمش,رمش,1,0,0,0,0,رمش,يرمش,ارمش,رَمَشَ,يرمش,ارمش
2424,دجل,دَجَلَ,دجل,دجل,1,0,0,0,0,دجل,يدجل,ادجل,دَجَلَ,يدجل,ادجل
2425,سكب,سَكَبَ,سكب,سكب,1,1,1,1,0,سكب,يسكب,اسكب,سَكَبَ,يسكب,اسكب
2426,زمل,زَمَلَ,زمل,زمل,1,0,0,0,0,زمل,يزمل,ازمل,زَمَلَ,يزمل,ازمل
2427,ملس,مَلُسَ,ملس,ملس,1,1,1,0,0,ملس,يملس,املس,مَلُسَ,يملس,املس
2428,فرق,فَرَقَ,فرق,فرق,1,0,0,0,0,فرق,يفرق,افرق,فَرَقَ,يفرق,افرق
2429,حسن,حَسُنَ,حسن,حسن,1,1,1,0,0,حسن,يحسن,احسن,حَسُنَ,يحسن,احسن
2430,حمق,حَمُقَ,حمق,حمق,1,1,1,0,0,حمق,يحمق,احمق,حَمُقَ,يحمق,احمق
2431,فرم,فَرَمَ,فرم,فرم,1,0,0,0,0,فرم,يفرم,افرم,فَرَمَ,يفرم,افرم
2432,كمل,كَمُلَ,كمل,كمل,1,1,1,0,0,كمل,يكمل,اكمل,كَمُلَ,يكمل,اكمل
2433,هجم,هَجَمَ,هجم,هجم,1,1,1,1,0,هجم,يهجم,اهجم,هَجَمَ,يهجم,اهجم
2434,ذرع,ذَرُعَ,ذرع,ذرع,1,1,1,0,0,ذرع,يذرع,اذرع,ذَرُعَ,يذرع,اذرع
2435,ضمر,ضَمَرَ,ضمر,ضمر,1,1,1,1,0,ضمر,يضمر,اضمر,ضَمَرَ,يضمر,اضمر
2436,عرش,عَرُشَ,عرش,عرش,1,0,0,0,0,عرش,يعرش,اعرش,عَرُشَ,يعرش,اعرش
2437,فسر,فَسَرَ,فسر,فسر,1,0,0,0,0,فسر,يفسر,افسر,فَسَرَ,يفسر,افسر
2438,حرف,حَرُفَ,حرف,حرف,1,1,1,0,0,حرف,يحرف,احرف,حَرُفَ,يحرف,احرف
2439,وسع,وَسُعَ,وسع,وسع,1,1,1,0,0,وسع,يوسع,اوسع,وَسُعَ,يوسع,اوسع
2440,حنك,حَنَكَ,حنك,حنك,1,0,0,0,0,حنك,يحنك,احنك,حَنَكَ,يحنك,احنك
2441,حجم,حَجَمَ,حجم,حجم,1,0,0,0,0,حجم,يحجم,احجم,حَجَمَ,يحجم,احجم
2442,طلم,طَلَمَ,طلم,طلم,1,0,0,0,0,طلم,يطلم,اطلم,طَلَمَ,يطلم,اطلم
2443,طلح,طَلَحَ,طلح,طلح,1,1,1,1,0,طلح,يطلح,اطلح,طَلَحَ,يطلح,اطلح
2444,زفت,زَفَتَ,زفت,زفت,1,0,0,0,0,زفت,يزفت,ازفت,زَفَتَ,يزفت,ازفت
2445,طلب,طَلَبَ,طلب,طلب,1,0,0,0,0,طلب,يطلب,اطلب,طَلَبَ,يطلب,اطلب
2446,فحش,فَحَشَ,فحش,فحش,1,1,1,1,0,فحش,يفحش,افحش,فَحَشَ,يفحش,افحش
2447,نكش,نَكَشَ,نكش,نكش,1,0,0,0,0,نكش,ينكش,انكش,نَكَشَ,ينكش,انكش
2448,حرق,حَرَقَ,حرق,حرق,1,0,0,0,0,حرق,يحرق,احرق,حَرَقَ,يحرق,احرق
2449,طلع,طَلَعَ,طلع,طلع,1,0,0,0,0,طلع,يطلع,اطلع,طَلَعَ,يطلع,اطلع
2450,غفل,غَفَلَ,غفل,غفل,1,0,0,0,0,غفل,يغفل,اغفل,غَفَلَ,يغفل,اغفل
2451,لبق,لَبُقَ,لبق,لبق,1,1,1,0,0,لبق,يلبق,البق,لَبُقَ,يلبق,البق
2452,كسد,كَسُدَ,كسد,كسد,1,1,1,0,0,كسد,يكسد,اكسد,كَسُدَ,يكسد,اكسد
2453,نبج,نَبَجَ,نبج,نبج,1,1,1,1,0,نبج,ينبج,انبج,نَبَجَ,ينبج,انبج
2454,عظم,عَظُمَ,عظم,عظم,1,1,1,0,0,عظم,يعظم,اعظم,عَظُمَ,يعظم,اعظم
2455,عصد,عَصَدَ,عصد,عصد,1,0,0,0,0,عصد,يعصد,اعصد,عَصَدَ,يعصد,اعصد
2456,خزر,خَزَرَ,خزر,خزر,1,0,0,0,0,خزر,يخزر,اخزر,خَزَرَ,يخزر,اخزر
2457,عضد,عَضَدَ,عضد,عضد,1,0,0,0,0,عضد,يعضد,اعضد,عَضَدَ,يعضد,اعضد
2458,لبد,لَبَدَ,لبد,لبد,1,0,0,0,0,لبد,يلبد,البد,لَبَدَ,يلبد,البد
2459,كثر,كَثُرَ,كثر,كثر,1,1,1,0,0,كثر,يكثر,اكثر,كَثُرَ,يكثر,اكثر
2460,كثر,كَثَرَ,كثر,كثر,1,0,0,0,0,كثر,يكثر,اكثر,كَثَرَ,يكثر,اكثر
2461,رزم,رَزَمَ,رزم,رزم,1,1,1,1,0,رزم,يرزم,ارزم,رَزَمَ,يرزم,ارزم
2462,كرب,كَرَبَ,كرب,كرب,1,0,0,0,0,كرب,يكرب,اكرب,كَرَبَ,يكرب,اكرب
2463,دلج,دَلَجَ,دلج,دلج,1,1,1,1,0,دلج,يدلج,ادلج,دَلَجَ,يدلج,ادلج
2464,غضر,غَضَرَ,غضر,غضر,1,0,0,0,0,غضر,يغضر,اغضر,غَضَرَ,يغضر,اغضر
2465,لجم,لَجَمَ,لجم,لجم,1,0,0,0,0,لجم,يلجم,الجم,لَجَمَ,يلجم,الجم
2466,كهن,كَهُنَ,كهن,كهن,1,1,1,0,0,كهن,يكهن,اكهن,كَهُنَ,يكهن,اكهن
2467,فقر,فَقُرَ,فقر,فقر,1,1,1,0,0,فقر,يفقر,افقر,فَقُرَ,يفقر,افقر
2468,ظرف,ظَرَفَ,ظرف,ظرف,1,0,0,0,0,ظرف,يظرف,اظرف,ظَرَفَ,يظرف,اظرف
2469,دلك,دَلَكَ,دلك,دلك,1,0,0,0,0,دلك,يدلك,ادلك,دَلَكَ,يدلك,ادلك
2470,كمن,كَمَنَ,كمن,كمن,1,0,0,0,0,كمن,يكمن,اكمن,كَمَنَ,يكمن,اكمن
2471,نزر,نَزَرَ,نزر,نزر,1,0,0,0,0,نزر,ينزر,انزر,نَزَرَ,ينزر,انزر
2472,نذل,نَذُلَ,نذل,نذل,1,1,1,0,0,نذل,ينذل,انذل,نَذُلَ,ينذل,انذل
2473,نبت,نَبَتَ,نبت,نبت,1,1,1,1,0,نبت,ينبت,انبت,نَبَتَ,ينبت,انبت
2474,ندر,نَدَرَ,ندر,ندر,1,0,0,0,0,ندر,يندر,اندر,نَدَرَ,يندر,اندر
2475,رفت,رَفَتَ,رفت,رفت,1,0,0,0,0,رفت,يرفت,ارفت,رَفَتَ,يرفت,ارفت
2476,لبن,لَبَنَ,لبن,لبن,1,0,0,0,0,لبن,يلبن,البن,لَبَنَ,يلبن,البن
2477,نقص,نَقَصَ,نقص,نقص,1,0,0,0,0,نقص,ينقص,انقص,نَقَصَ,ينقص,انقص
2478,كهل,كَهُلَ,كهل,كهل,1,1,1,0,0,كهل,يكهل,اكهل,كَهُلَ,يكهل,اكهل
2479,صعب,صَعُبَ,صعب,صعب,1,1,1,0,0,صعب,يصعب,اصعب,صَعُبَ,يصعب,اصعب
2480,لطف,لَطَفَ,لطف,لطف,1,1,1,1,0,لطف,يلطف,الطف,لَطَفَ,يلطف,الطف
2481,كمد,كَمَدَ,كمد,كمد,1,1,1,1,0,كمد,يكمد,اكمد,كَمَدَ,يكمد,اكمد
2482,عرف,عَرَفَ,عرف,عرف,1,1,1,1,0,عرف,يعرف,اعرف,عَرَفَ,يعرف,اعرف
2483,كمش,كَمَشَ,كمش,كمش,1,0,0,0,0,كمش,يكمش,اكمش,كَمَشَ,يكمش,اكمش
2484,عنف,عَنُفَ,عنف,عنف,1,1,1,0,0,عنف,يعنف,اعنف,عَنُفَ,يعنف,اعنف
2485,غشم,غَشَمَ,غشم,غشم,1,0,0,0,0,غشم,يغشم,اغشم,غَشَمَ,يغشم,اغشم
2486,رجن,رَجَنَ,رجن,رجن,1,0,0,0,0,رجن,يرجن,ارجن,رَجَنَ,يرجن,ارجن
2487,كعب,كَعَبَ,كعب,كعب,1,1,1,1,0,كعب,يكعب,اكعب,كَعَبَ,يكعب,اكعب
2488,نبش,نَبَشَ,نبش,نبش,1,0,0,0,0,نبش,ينبش,انبش,نَبَشَ,ينبش,انبش
2489,جبن,جَبُنَ,جبن,جبن,1,1,1,0,0,جبن,يجبن,اجبن,جَبُنَ,يجبن,اجبن
2490,نبط,نَبَطَ,نبط,نبط,1,1,1,1,0,نبط,ينبط,انبط,نَبَطَ,ينبط,انبط
2491,كفر,كَفَرَ,كفر,كفر,1,1,1,1,0,كفر,يكفر,اكفر,كَفَرَ,يكفر,اكفر
2492,بكم,بَكُمَ,بكم,بكم,1,1,1,0,0,بكم,يبكم,ابكم,بَكُمَ,يبكم,ابكم
2493,شرد,شَرَدَ,شرد,شرد,1,1,1,1,0,شرد,يشرد,اشرد,شَرَدَ,يشرد,اشرد
2494,غرب,غَرَبَ,غرب,غرب,1,1,1,1,0,غرب,يغرب,اغرب,غَرَبَ,يغرب,اغرب
2495,رشف,رَشَفَ,رشف,رشف,1,0,0,0,0,رشف,يرشف,ارشف,رَشَفَ,يرشف,ارشف
2496,كثب,كَثَبَ,كثب,كثب,1,0,0,0,0,كثب,يكثب,اكثب,كَثَبَ,يكثب,اكثب
2497,عمر,عَمُرَ,عمر,عمر,1,1,1,0,0,عمر,يعمر,اعمر,عَمُرَ,يعمر,اعمر
2498,فعم,فَعُمَ,فعم,فعم,1,1,1,0,0,فعم,يفعم,افعم,فَعُمَ,يفعم,افعم
2499,سلت,سَلَتَ,سلت,سلت,1,0,0,0,0,سلت,يسلت,اسلت,سَلَتَ,يسلت,اسلت
2500,قفل,قَفَلَ,قفل,قفل,1,0,0,0,0,قفل,يقفل,اقفل,قَفَلَ,يقفل,اقفل
2501,قبل,قَبُلَ,قبل,قبل,1,1,1,0,0,قبل,يقبل,اقبل,قَبُلَ,يقبل,اقبل
2502,طفل,طَفُلَ,طفل,طفل,1,1,1,0,0,طفل,يطفل,اطفل,طَفُلَ,يطفل,اطفل
2503,لغز,لَغَزَ,لغز,لغز,1,0,0,0,0,لغز,يلغز,الغز,لَغَزَ,يلغز,الغز
2504,فرث,فَرَثَ,فرث,فرث,1,0,0,0,0,فرث,يفرث,افرث,فَرَثَ,يفرث,افرث
2505,نمش,نَمَشَ,نمش,نمش,1,0,0,0,0,نمش,ينمش,انمش,نَمَشَ,ينمش,انمش
2506,جنب,جَنَبَ,جنب,جنب,1,1,1,1,0,جنب,يجنب,اجنب,جَنَبَ,يجنب,اجنب
2507,نصر,نَصَرَ,نصر,نصر,1,0,0,0,0,نصر,ينصر,انصر,نَصَرَ,ينصر,انصر
2508,قطر,قَطَرَ,قطر,قطر,1,0,0,0,0,قطر,يقطر,اقطر,قَطَرَ,يقطر,اقطر
2509,حقن,حَقَنَ,حقن,حقن,1,0,0,0,0,حقن,يحقن,احقن,حَقَنَ,يحقن,احقن
2510,لدن,لَدُنَ,لدن,لدن,1,1,1,0,0,لدن,يلدن,الدن,لَدُنَ,يلدن,الدن
2511,فتر,فَتَرَ,فتر,فتر,1,0,0,0,0,فتر,يفتر,افتر,فَتَرَ,يفتر,افتر
2512,سمق,سَمَقَ,سمق,سمق,1,1,1,1,0,سمق,يسمق,اسمق,سَمَقَ,يسمق,اسمق
2513,نحب,نَحَبَ,نحب,نحب,1,1,1,1,0,نحب,ينحب,انحب,نَحَبَ,ينحب,انحب
2514,فسق,فَسَقَ,فسق,فسق,1,1,1,1,0,فسق,يفسق,افسق,فَسَقَ,يفسق,افسق
2515,مطر,مَطَرَ,مطر,مطر,1,0,0,0,0,مطر,يمطر,امطر,مَطَرَ,يمطر,امطر
2516,عرس,عَرَسَ,عرس,عرس,1,0,0,0,0,عرس,يعرس,اعرس,عَرَسَ,يعرس,اعرس
2517,مسد,مَسَدَ,مسد,مسد,1,0,0,0,0,مسد,يمسد,امسد,مَسَدَ,يمسد,امسد
2518,دهن,دَهَنَ,دهن,دهن,1,0,0,0,0,دهن,يدهن,ادهن,دَهَنَ,يدهن,ادهن
2519,مرن,مَرَنَ,مرن,مرن,1,0,0,0,0,مرن,يمرن,امرن,مَرَنَ,يمرن,امرن
